merchant,category,amt,gender,city,province,latitude,longitude,city_pop,job,unix_time,merch_latitude,merch_longitude,processed_at,is_fraud
Greenwood Pharmacy,Medical,69.38,M,Hwange,Matabeleland North,-20.694995,33.025734,251372,Veterinarian,1704971236,-19.686922,32.21871,2024-01-11 13:07:16,False
Indrive,Other,4642.24,F,Mutare,Manicaland,-18.418744,34.016177,791157,Mining Geologist,1722691088,-20.102499,32.818208,2024-08-03 15:18:08,True
Spar,Food,889.08,F,Masvingo,Masvingo,-16.114384,26.061007,257289,Mining Geologist,1719360926,-18.304127,29.097515,2024-06-26 02:15:26,False
Amazon,Electronics,163.87,F,Kwekwe,Midlands,-17.3842,29.050358,207647,Data Scientist,1713641046,-15.85642,27.502442,2024-04-20 21:24:06,False
Museyamwa,Other,906.69,F,Mutare,Manicaland,-16.209203,33.300096,147339,Driver,1723137053,-18.21075,34.778526,2024-08-08 19:10:53,False
Engen,Fuel,2601.43,M,Marondera,Mashonaland East,-15.674936,34.850266,650215,Nurse,1728666802,-19.238391,27.210562,2024-10-11 19:13:22,True
Chicken Inn,Food,640.39,F,Masvingo,Masvingo,-20.030568,30.332957,516043,Nurse,1715394258,-19.916029,29.582704,2024-05-11 04:24:18,False
Indrive,Other,679.82,M,Chivhu,Mashonaland East,-16.49291,34.758934,564911,Forensic Analyst,1713214922,-19.619732,31.338796,2024-04-15 23:02:02,False
Kombi,Other,891.76,M,Chinhoyi,Mashonaland West,-19.830957,27.891068,157668,Social Worker,1731384737,-17.192478,32.873377,2024-11-12 06:12:17,False
Chicken Inn,Food,624.9,M,Chivhu,Mashonaland East,-16.037183,26.746966,357976,Lecturer,1721801349,-15.884605,27.931939,2024-07-24 08:09:09,True
Pfeka,Clothing,439.76,M,Beit Bridge,Matabeleland South,-17.964979,27.905794,653791,Accountant,1710862582,-19.955621,27.315745,2024-03-19 17:36:22,False
Nike,Clothing,775.67,F,Beit Bridge,Matabeleland South,-17.550135,29.775643,584585,Data Scientist,1713928871,-18.968937,33.263667,2024-04-24 05:21:11,False
Chicken Inn,Food,3235.88,F,Chinhoyi,Mashonaland West,-16.981277,25.75187,918962,Forensic Analyst,1731562446,-18.788945,33.647908,2024-11-14 07:34:06,True
7 Rings,Other,2748.12,F,Kariba,Mashonaland West,-16.993476,27.515319,982793,Lawyer,1719931821,-17.7686,31.898826,2024-07-02 16:50:21,True
Adidas,Clothing,361.08,M,Chivhu,Mashonaland East,-18.547646,25.73205,932254,Mining Geologist,1727362460,-18.508439,31.859076,2024-09-26 16:54:20,False
Spar,Food,740.69,F,Lupane,Matabeleland North,-20.076002,28.491221,608109,Farmer,1719345529,-15.616939,32.805837,2024-06-25 21:58:49,True
Greenwood Pharmacy,Medical,971.43,M,Bulawayo,Bulawayo,-19.006,26.790563,311954,Lecturer,1732495963,-18.726413,30.767966,2024-11-25 02:52:43,True
Nike,Clothing,45.38,F,Beit Bridge,Matabeleland South,-15.058728,32.737875,768992,Research Scientist,1719077102,-16.689787,33.776629,2024-06-22 19:25:02,False
Trade Center,Other,740.75,M,Mhangura,Mashonaland West,-16.284393,32.300453,962656,Statistician,1722836990,-19.172984,30.734837,2024-08-05 07:49:50,False
eBay,Other,3483.53,M,Masvingo,Masvingo,-17.460407,32.809088,579486,Veterinarian,1711024355,-19.783219,32.002821,2024-03-21 14:32:35,True
Kombi,Other,3529.64,F,Chinhoyi,Mashonaland West,-15.452411,31.257785,837151,Physiotherapist,1716994956,-18.696189,34.750512,2024-05-29 17:02:36,True
Trade Center,Other,89.74,F,Bulawayo,Bulawayo,-16.918512,26.770559,553475,Nurse,1705244558,-16.939889,29.027097,2024-01-14 17:02:38,False
Nike,Clothing,966.13,M,Marondera,Mashonaland East,-18.141254,28.64405,49100,Research Scientist,1715904201,-16.637581,25.384263,2024-05-17 02:03:21,False
Pfeka,Clothing,2104.62,F,Kariba,Mashonaland West,-20.30661,26.823512,939540,Plumber,1703039447,-18.557185,31.352735,2023-12-20 04:30:47,True
eBay,Other,1221.31,F,Shurugwi,Midlands,-15.078491,31.039339,256970,Auditor,1725275671,-16.472983,28.136116,2024-09-02 13:14:31,True
Thuli,Fuel,2513.76,F,Kariba,Mashonaland West,-15.211974,33.23646,763566,Other,1724916938,-17.524158,32.112824,2024-08-29 09:35:38,True
Pfeka,Clothing,449.53,F,Hwange,Matabeleland North,-19.199089,25.180915,578478,Mining Geologist,1719915060,-16.255965,25.644355,2024-07-02 12:11:00,False
N Richards,Other,165.84,F,Gweru,Midlands,-16.995518,25.848309,493080,Mining Geologist,1709197903,-19.75844,33.392571,2024-02-29 11:11:43,False
Foodbox,Food,4946.44,F,Chinhoyi,Mashonaland West,-15.661293,28.148667,513556,IT Support,1705527783,-16.776409,34.174223,2024-01-17 23:43:03,True
Pick n Pay,Food,4920.41,F,Hwange,Matabeleland North,-20.591702,32.690946,642391,Lawyer,1708326087,-19.415996,25.991718,2024-02-19 09:01:27,True
Chicken Inn,Food,166.56,M,Marondera,Mashonaland East,-17.572569,28.370113,826962,Plumber,1733075859,-15.321614,29.141891,2024-12-01 19:57:39,False
Pick n Pay,Food,470.54,M,Harare,Harare,-16.642096,26.009407,778690,Hwindi,1710233229,-19.344322,29.724901,2024-03-12 10:47:09,False
Savemore,Food,563.49,M,Harare,Harare,-16.967096,34.902855,66835,Nurse,1720564395,-17.608651,33.029659,2024-07-10 00:33:15,False
7 Rings,Other,764.62,F,Chivhu,Mashonaland East,-20.178594,30.463676,957826,Statistician,1707076160,-19.318206,32.653564,2024-02-04 21:49:20,False
Pick n Pay,Food,3336.09,M,Bulawayo,Bulawayo,-17.020723,29.573207,942846,Plumber,1729444394,-17.003089,31.213679,2024-10-20 19:13:14,True
Thuli,Fuel,55.15,M,Masvingo,Masvingo,-19.478074,28.38543,54579,Marketing Specialist,1719897902,-19.296582,27.471117,2024-07-02 07:25:02,False
Uber,Other,510.92,M,Beit Bridge,Matabeleland South,-18.053693,27.396084,664901,Mechanic,1702963017,-19.343065,30.286343,2023-12-19 07:16:57,False
Nike,Clothing,2762.66,F,Harare,Harare,-16.597693,29.744495,814346,Architect,1716248886,-19.008632,26.027651,2024-05-21 01:48:06,True
Indrive,Other,27.21,M,Bulawayo,Bulawayo,-16.89838,28.838123,497862,Microbiologist,1710593217,-20.882401,25.144827,2024-03-16 14:46:57,False
Indrive,Other,701.64,F,Chinhoyi,Mashonaland West,-15.002566,29.209817,158403,Chef,1719281570,-17.10629,33.566924,2024-06-25 04:12:50,False
Under Armour,Clothing,91.15,M,Vic Falls,Matabeleland North,-15.296134,27.263801,833576,Human Resource Manager,1728977126,-16.685927,30.029196,2024-10-15 09:25:26,False
N Richards,Other,993.94,M,Harare,Harare,-16.950957,29.004986,927550,Musician,1710367468,-16.372587,31.490445,2024-03-14 00:04:28,False
Push Athletics,Clothing,221.22,M,Chinhoyi,Mashonaland West,-18.423894,32.763747,965283,Research Scientist,1714784104,-19.132196,28.739104,2024-05-04 02:55:04,False
Pfeka,Clothing,26.98,F,Chivhu,Mashonaland East,-19.654203,33.549309,148489,Pharmacist,1729841279,-15.458877,26.636034,2024-10-25 09:27:59,False
Nike,Clothing,117.83,M,Kariba,Mashonaland West,-20.732555,33.000084,410309,Banker,1715307764,-15.219458,28.665486,2024-05-10 04:22:44,False
Thuli,Fuel,503.55,F,Vic Falls,Matabeleland North,-15.181226,30.504694,170118,Soldier,1732039744,-17.631504,26.744732,2024-11-19 20:09:04,False
Spar,Food,161.0,F,Harare,Harare,-17.080606,29.424294,304115,Human Resource Manager,1719882179,-17.098879,32.739152,2024-07-02 03:02:59,False
Trade Center,Other,951.88,F,Karoi,Mashonaland West,-17.395546,34.354822,240870,Environmental Consultant,1715393287,-16.926111,33.281021,2024-05-11 04:08:07,False
Trade Center,Other,209.16,M,Mhangura,Mashonaland West,-19.579045,33.687226,240869,Environmental Consultant,1731340286,-15.274272,31.658952,2024-11-11 17:51:26,False
Adidas,Clothing,2106.94,M,Hwange,Matabeleland North,-16.863008,34.809069,577564,Athlete,1715425836,-16.639778,28.801086,2024-05-11 13:10:36,True
QV Pharmacy,Medical,3631.9,F,Mutare,Manicaland,-19.225024,28.525655,127512,Actuary,1711073827,-19.813474,26.54436,2024-03-22 04:17:07,True
eBay,Other,878.9,F,Harare,Harare,-19.025592,33.992673,480388,Lawyer,1713561026,-15.170333,33.190445,2024-04-19 23:10:26,False
Choppies,Food,728.79,F,Karoi,Mashonaland West,-18.744975,26.65144,712060,Hwindi,1706698050,-17.722123,28.656828,2024-01-31 12:47:30,False
Uber,Other,902.69,F,Bulawayo,Bulawayo,-19.981883,27.142873,771986,Teacher,1725505765,-17.54074,34.16409,2024-09-05 05:09:25,False
Spar,Food,2165.5,M,Zvishavane,Midlands,-20.890838,32.607249,377146,Pilot,1707169269,-19.590141,25.943993,2024-02-05 23:41:09,True
Chicken Inn,Food,653.93,F,Chinhoyi,Mashonaland West,-15.511547,29.751577,649054,Physiotherapist,1715709048,-18.527805,29.908668,2024-05-14 19:50:48,False
Foodbox,Food,967.62,M,Lupane,Matabeleland North,-16.154575,33.321376,771788,Politician,1718366440,-16.675506,32.430109,2024-06-14 14:00:40,True
Museyamwa,Other,703.54,M,Vic Falls,Matabeleland North,-17.233347,29.426285,75110,Politician,1713297882,-17.016861,34.558846,2024-04-16 22:04:42,False
Nike,Clothing,3228.48,M,Chivhu,Mashonaland East,-18.426017,25.905387,681895,Hwindi,1704902270,-18.978907,26.413141,2024-01-10 17:57:50,True
Kombi,Other,529.58,M,Kariba,Mashonaland West,-20.712096,27.727926,171373,Pharmacist,1718994494,-17.633481,32.609246,2024-06-21 20:28:14,True
7 Rings,Other,2818.45,F,Lupane,Matabeleland North,-19.540146,26.419381,672938,Tour Guide,1705080112,-17.224402,30.413426,2024-01-12 19:21:52,True
MedOrange,Medical,3086.42,F,Chivhu,Mashonaland East,-19.784129,26.49983,28027,Social Worker,1714048296,-20.04525,32.287825,2024-04-25 14:31:36,True
Kombi,Other,3399.27,M,Mhangura,Mashonaland West,-19.052633,28.408299,69640,Data Scientist,1727129483,-20.636587,29.947859,2024-09-24 00:11:23,True
N Richards,Other,719.74,F,Gweru,Midlands,-18.340965,27.561234,311989,Architect,1731285974,-17.083489,28.972386,2024-11-11 02:46:14,False
Pfeka,Clothing,77.34,M,Shurugwi,Midlands,-17.456517,33.33244,948058,Hwindi,1714961585,-20.584342,29.000702,2024-05-06 04:13:05,False
Foodbox,Food,1418.76,M,Karoi,Mashonaland West,-16.866807,29.132833,811094,Civil Servant,1715015196,-17.040488,32.274383,2024-05-06 19:06:36,True
7 Rings,Other,745.23,F,Harare,Harare,-19.010611,26.088177,851090,Mechanic,1717774299,-20.341998,34.92569,2024-06-07 17:31:39,False
Adidas,Clothing,3642.65,F,Hwange,Matabeleland North,-15.022015,30.769081,169185,Plumber,1717178167,-16.016865,25.440801,2024-05-31 19:56:07,True
Engen,Fuel,61.66,M,Karoi,Mashonaland West,-16.726852,27.448699,500451,Research Scientist,1713731695,-17.097066,34.904651,2024-04-21 22:34:55,False
Under Armour,Clothing,4002.75,F,Lupane,Matabeleland North,-18.926179,26.08014,867742,Politician,1729737908,-17.111852,33.738032,2024-10-24 04:45:08,True
Foodbox,Food,683.03,M,Marondera,Mashonaland East,-20.187589,34.436231,450467,Forensic Analyst,1714865838,-16.905951,29.267876,2024-05-05 01:37:18,False
Amazon,Electronics,677.03,M,Bulawayo,Bulawayo,-16.840501,25.456199,691109,Microbiologist,1720327871,-17.817536,32.55397,2024-07-07 06:51:11,False
Uber,Other,3871.45,F,Chivhu,Mashonaland East,-19.255931,25.947736,15885,Veterinarian,1715480090,-15.436765,29.479355,2024-05-12 04:14:50,True
Chicken Slice,Food,3375.4,M,Vic Falls,Matabeleland North,-16.768047,34.376956,44690,Veterinarian,1728410115,-18.554024,30.134789,2024-10-08 19:55:15,True
Under Armour,Clothing,4789.2,F,Chivhu,Mashonaland East,-16.044054,33.943614,921475,Plumber,1725745069,-16.862727,33.770779,2024-09-07 23:37:49,True
eBay,Other,2665.25,M,Vic Falls,Matabeleland North,-19.252363,31.831434,860211,Architect,1727851193,-16.622132,31.902932,2024-10-02 08:39:53,True
Amazon,Electronics,1377.24,M,Karoi,Mashonaland West,-18.289056,31.874287,354108,Hwindi,1730483450,-15.363445,34.716884,2024-11-01 19:50:50,True
N Richards,Other,392.14,F,Mhangura,Mashonaland West,-17.459516,25.370199,305212,Insurance Broker,1729926151,-15.718092,29.523233,2024-10-26 09:02:31,False
Uber,Other,2153.24,F,Zvishavane,Midlands,-17.737877,34.241717,12072,Hwindi,1718421961,-20.081014,32.869677,2024-06-15 05:26:01,True
Greenwood Pharmacy,Medical,122.3,F,Harare,Harare,-15.627894,27.925054,814668,Interior Designer,1720658667,-17.253071,25.833759,2024-07-11 02:44:27,False
Foodbox,Food,341.3,F,Shurugwi,Midlands,-15.824937,34.632171,445310,Statistician,1724856503,-20.932445,25.503215,2024-08-28 16:48:23,False
7 Rings,Other,171.2,M,Mhangura,Mashonaland West,-17.014472,32.810173,73796,Lecturer,1718563961,-20.423188,29.401954,2024-06-16 20:52:41,False
Amazon,Electronics,516.76,M,Chinhoyi,Mashonaland West,-16.148025,32.915187,870022,Real Estate Agent,1723545612,-20.642163,33.742862,2024-08-13 12:40:12,False
Foodbox,Food,2709.45,F,Mhangura,Mashonaland West,-16.753414,27.734772,704174,Environmental Consultant,1729191819,-19.572912,34.697439,2024-10-17 21:03:39,True
Uber,Other,500.21,F,Mutare,Manicaland,-19.398434,28.648802,100229,Driver,1720468234,-15.109841,33.845283,2024-07-08 21:50:34,False
Under Armour,Clothing,94.91,M,Lupane,Matabeleland North,-17.974203,25.196853,376191,IT Support,1705527738,-20.720188,29.670025,2024-01-17 23:42:18,False
Push Athletics,Clothing,4568.23,M,Marondera,Mashonaland East,-19.592928,34.133391,934404,Politician,1704046965,-15.134179,33.345193,2023-12-31 20:22:45,True
Museyamwa,Other,710.92,F,Marondera,Mashonaland East,-20.077112,28.5546,988694,Banker,1725195045,-20.125685,28.267723,2024-09-01 14:50:45,False
Choppies,Food,901.65,M,Mutare,Manicaland,-15.890788,25.111479,702938,Chef,1719299098,-17.313626,29.66022,2024-06-25 09:04:58,False
Kombi,Other,3483.85,F,Chinhoyi,Mashonaland West,-20.305473,28.603972,946522,Accountant,1725395851,-16.82957,26.867357,2024-09-03 22:37:31,True
MedOrange,Medical,287.8,F,Bulawayo,Bulawayo,-17.559124,30.841461,940751,Environmental Consultant,1718418000,-20.061051,29.551273,2024-06-15 04:20:00,False
Pfeka,Clothing,59.05,F,Marondera,Mashonaland East,-15.967167,28.222235,916465,Farmer,1705063011,-20.856922,33.165466,2024-01-12 14:36:51,False
Choppies,Food,2691.28,F,Gweru,Midlands,-15.328158,28.013268,795001,Physiotherapist,1716070973,-17.795194,26.659039,2024-05-19 00:22:53,True
Zuva,Fuel,2175.78,M,Hwange,Matabeleland North,-15.47561,30.920664,609163,Pharmacist,1723813703,-17.738127,28.936361,2024-08-16 15:08:23,True
Total,Fuel,180.12,M,Chinhoyi,Mashonaland West,-18.669858,31.367028,379955,Civil Servant,1724443640,-19.176989,31.999499,2024-08-23 22:07:20,False
Nike,Clothing,566.02,M,Shurugwi,Midlands,-17.067263,25.322472,322052,Doctor,1708990215,-15.732014,34.849805,2024-02-27 01:30:15,False
eBay,Other,964.26,M,Harare,Harare,-18.583115,27.18696,408175,Mechanic,1723773250,-19.627172,27.164051,2024-08-16 03:54:10,False
Adidas,Clothing,2353.25,M,Harare,Harare,-19.892572,31.135099,232604,Musician,1728520616,-16.761057,32.32687,2024-10-10 02:36:56,True
Total,Fuel,777.43,F,Karoi,Mashonaland West,-15.257771,33.746412,149270,Auditor,1722090853,-16.607652,31.192951,2024-07-27 16:34:13,False
Foodbox,Food,746.02,M,Mhangura,Mashonaland West,-16.443778,26.486148,447629,Auditor,1706978902,-18.278608,30.994026,2024-02-03 18:48:22,False
MedOrange,Medical,880.47,F,Kwekwe,Midlands,-16.217256,29.852057,716131,Tour Guide,1714390545,-17.581002,30.313424,2024-04-29 13:35:45,False
Spar,Food,188.75,F,Lupane,Matabeleland North,-16.568422,30.393504,65209,Tour Guide,1709645526,-16.365553,28.718442,2024-03-05 15:32:06,False
Adidas,Clothing,2867.33,F,Chinhoyi,Mashonaland West,-16.341835,31.253712,665056,Doctor,1715263837,-20.985476,31.735967,2024-05-09 16:10:37,True
Engen,Fuel,4992.47,M,Bulawayo,Bulawayo,-18.832476,32.68597,335941,Event Planner,1703436332,-20.119527,32.61642,2023-12-24 18:45:32,True
Savemore,Food,871.09,F,Kariba,Mashonaland West,-18.618144,28.127596,185753,Politician,1716230197,-20.012848,32.811834,2024-05-20 20:36:37,False
Thuli,Fuel,329.04,M,Gweru,Midlands,-19.99475,25.463093,317208,Athlete,1732195629,-16.263715,28.559584,2024-11-21 15:27:09,False
Foodbox,Food,505.18,M,Vic Falls,Matabeleland North,-15.538992,26.672616,509766,Pilot,1713369423,-19.337024,33.021152,2024-04-17 17:57:03,False
7 Rings,Other,38.06,M,Harare,Harare,-15.588366,33.338612,583803,Data Scientist,1725028828,-19.319969,32.456542,2024-08-30 16:40:28,False
eBay,Other,1013.39,M,Chinhoyi,Mashonaland West,-18.780844,27.965565,234891,Electrician,1720046726,-15.028572,34.75822,2024-07-04 00:45:26,True
Under Armour,Clothing,71.21,M,Kwekwe,Midlands,-16.888814,32.919014,705804,Doctor,1730386959,-15.019604,32.213376,2024-10-31 17:02:39,False
N Richards,Other,782.5,F,Karoi,Mashonaland West,-19.349284,25.788532,919423,Driver,1709530115,-20.930971,25.146605,2024-03-04 07:28:35,True
eBay,Other,141.24,M,Kariba,Mashonaland West,-17.256562,27.890654,189220,Real Estate Agent,1714144081,-17.455175,34.974115,2024-04-26 17:08:01,False
Savemore,Food,4800.9,F,Harare,Harare,-18.696739,28.111405,283772,Forensic Analyst,1732428153,-20.976259,32.17432,2024-11-24 08:02:33,True
eBay,Other,4585.42,F,Zvishavane,Midlands,-19.93521,25.101375,518743,Human Resource Manager,1732173286,-15.773493,26.85877,2024-11-21 09:14:46,True
Savemore,Food,546.95,M,Masvingo,Masvingo,-16.563652,33.716397,33953,Nurse,1724030577,-16.802773,25.194438,2024-08-19 03:22:57,False
Greenwood Pharmacy,Medical,860.83,M,Kwekwe,Midlands,-18.707233,27.586053,64430,Pilot,1723581778,-20.699747,31.331247,2024-08-13 22:42:58,False
Adidas,Clothing,668.32,F,Shurugwi,Midlands,-20.141017,30.989515,556543,Research Scientist,1716604288,-17.239876,33.033057,2024-05-25 04:31:28,False
Trade Center,Other,688.86,F,Chinhoyi,Mashonaland West,-15.762859,32.673277,836080,Customs Officer,1711374683,-15.349933,27.607559,2024-03-25 15:51:23,False
Amazon,Electronics,3691.38,M,Lupane,Matabeleland North,-16.804768,31.513988,51379,Lawyer,1704151541,-19.246548,34.89191,2024-01-02 01:25:41,True
Push Athletics,Clothing,477.41,F,Masvingo,Masvingo,-20.681963,28.673508,721462,Nurse,1710614951,-15.805102,33.324803,2024-03-16 20:49:11,False
Amazon,Electronics,5.62,F,Zvishavane,Midlands,-20.192635,27.286295,191047,Engineer,1732600720,-18.56559,30.642617,2024-11-26 07:58:40,False
Thuli,Fuel,978.66,F,Bulawayo,Bulawayo,-16.629545,31.132645,129137,Plumber,1705988954,-16.824174,27.776131,2024-01-23 07:49:14,False
Amazon,Electronics,2379.3,M,Kwekwe,Midlands,-15.831282,26.937144,811018,Lecturer,1704838651,-18.261175,25.921894,2024-01-10 00:17:31,True
N Richards,Other,4530.73,F,Gweru,Midlands,-15.019138,34.075656,860697,Teacher,1702490145,-16.235841,26.339783,2023-12-13 19:55:45,True
Zuva,Fuel,733.28,M,Bulawayo,Bulawayo,-20.393249,30.108754,39496,Environmental Consultant,1718096383,-15.293099,29.848805,2024-06-11 10:59:43,False
Trade Center,Other,3715.53,F,Chinhoyi,Mashonaland West,-19.1582,26.808803,779232,Radiographer,1711678259,-18.469842,25.64823,2024-03-29 04:10:59,True
Foodbox,Food,131.41,F,Masvingo,Masvingo,-18.235972,27.342892,120990,Interior Designer,1730720739,-18.433108,27.742736,2024-11-04 13:45:39,False
7 Rings,Other,1359.45,M,Kariba,Mashonaland West,-15.44464,30.927383,450711,Social Worker,1706729021,-19.473768,33.463228,2024-01-31 21:23:41,True
Indrive,Other,2285.33,M,Hwange,Matabeleland North,-15.091324,29.054697,992535,Nurse,1727872341,-20.635635,26.973928,2024-10-02 14:32:21,True
Foodbox,Food,54.85,F,Shurugwi,Midlands,-15.702716,33.232534,191793,Politician,1730778312,-15.904709,25.289038,2024-11-05 05:45:12,False
Museyamwa,Other,375.51,M,Kwekwe,Midlands,-19.698539,30.173889,790014,Data Scientist,1732706689,-15.185913,31.442585,2024-11-27 13:24:49,False
Choppies,Food,103.85,F,Lupane,Matabeleland North,-20.34168,30.333246,852986,Real Estate Agent,1733626443,-18.715745,32.352364,2024-12-08 04:54:03,False
Under Armour,Clothing,469.99,M,Lupane,Matabeleland North,-15.028424,30.681484,462226,Event Planner,1716162692,-16.327643,32.786877,2024-05-20 01:51:32,False
Foodbox,Food,884.7,M,Kariba,Mashonaland West,-16.635978,26.515227,816598,Physiotherapist,1717275602,-15.936524,33.210367,2024-06-01 23:00:02,False
Savemore,Food,462.38,M,Masvingo,Masvingo,-16.738224,27.816151,577325,IT Support,1729408402,-16.940336,29.867865,2024-10-20 09:13:22,False
Adidas,Clothing,467.08,F,Shurugwi,Midlands,-20.661674,27.795734,995507,Forensic Analyst,1711461268,-18.056306,26.562032,2024-03-26 15:54:28,False
Choppies,Food,2065.46,F,Zvishavane,Midlands,-17.362528,27.557492,961470,Lecturer,1725917863,-18.463746,32.508287,2024-09-09 23:37:43,True
Museyamwa,Other,4434.33,F,Karoi,Mashonaland West,-18.57127,25.079115,811049,Civil Servant,1714530471,-20.795797,34.062076,2024-05-01 04:27:51,True
KFC,Food,338.95,M,Mhangura,Mashonaland West,-20.238751,32.35371,836449,Social Worker,1727986123,-17.46665,31.646116,2024-10-03 22:08:43,False
